id,porepress1,soiltention1,h1x,h1y,h1z,inclination1x,inclination1y
6697,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6698,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6699,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6700,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6701,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6702,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6703,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6704,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6705,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6706,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6707,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6708,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6709,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6710,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6711,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6712,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6713,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6714,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6715,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6716,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6717,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6718,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6719,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6720,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6721,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6722,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6723,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6724,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6725,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6726,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6727,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6728,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6729,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6730,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6731,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6732,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6733,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6734,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6735,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6736,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6737,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6738,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6739,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6740,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6741,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6742,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6743,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6744,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6745,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6746,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6747,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6748,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6749,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6750,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6751,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6752,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6753,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6754,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6755,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6756,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6757,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6758,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6759,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6760,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6761,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6762,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6763,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6764,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6765,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6766,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6767,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6768,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6769,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6770,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6771,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6772,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6773,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6774,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6775,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6776,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6777,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6778,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6779,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6780,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6781,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6782,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6783,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6784,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6785,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6786,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6787,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6788,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6789,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6790,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6791,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6792,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6793,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6794,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6795,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6796,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6797,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6798,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6799,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6800,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6801,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6802,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6803,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6804,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6805,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6806,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6807,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6808,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6809,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6810,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6811,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6812,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6813,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6814,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6815,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6816,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6817,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6818,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6819,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6820,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6821,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6822,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6823,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6824,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6825,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6826,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6827,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6828,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6829,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6830,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6831,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6832,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6833,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6834,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6835,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6836,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6837,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6838,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6839,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6840,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6841,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6842,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6843,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6844,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6845,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6846,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6847,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6848,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6849,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6850,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6851,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6852,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6853,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6854,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6855,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6856,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6857,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6858,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6859,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6860,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6861,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6862,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6863,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6864,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6865,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6866,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6867,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6868,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6869,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6870,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6871,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6872,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6873,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6874,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6875,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6876,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6877,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6878,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6879,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6880,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6881,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6882,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6883,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6884,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6885,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6886,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6887,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6888,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6889,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6890,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6891,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6892,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6893,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6894,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6895,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6896,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6897,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6898,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6899,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6900,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6901,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6902,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6903,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6904,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6905,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6906,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6907,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6908,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6909,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6910,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6911,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6912,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6913,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6914,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6915,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6916,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6917,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6918,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6919,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6920,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6921,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6922,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6923,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6924,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6925,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6926,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6927,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6928,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6929,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6930,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6931,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6932,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6933,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6934,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6935,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6936,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6937,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6938,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6939,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6940,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6941,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6942,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6943,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6944,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6945,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6946,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6947,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6948,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6949,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6950,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6951,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6952,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6953,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6954,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6955,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6956,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6957,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6958,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6959,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6960,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6961,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6962,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6963,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6964,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6965,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6966,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6967,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6968,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6969,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6970,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6971,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6972,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6973,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6974,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6975,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6976,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6977,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6978,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6979,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6980,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6981,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6982,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6983,4.99,92.4,0.015,0.025,0.016,0.55,0.22
6984,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6985,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6986,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6987,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6988,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6989,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6990,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6991,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6992,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6993,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6994,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6995,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6996,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6997,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6998,4.99,92.9,0.015,0.025,0.016,0.55,0.22
6999,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7000,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7001,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7002,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7003,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7004,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7005,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7006,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7007,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7008,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7009,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7010,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7011,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7012,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7013,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7014,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7015,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7016,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7017,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7018,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7019,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7020,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7021,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7022,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7023,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7024,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7025,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7026,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7027,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7028,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7029,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7030,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7031,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7032,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7033,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7034,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7035,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7036,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7037,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7038,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7039,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7040,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7041,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7042,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7043,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7044,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7045,4.99,92.9,0.015,0.025,0.016,0.55,0.22
7046,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7047,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7048,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7049,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7050,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7051,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7052,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7053,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7054,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7055,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7056,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7057,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7058,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7059,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7060,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7061,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7062,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7063,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7064,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7065,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7066,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7067,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7068,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7069,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7070,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7071,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7072,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7073,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7074,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7075,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7076,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7077,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7078,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7079,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7080,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7081,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7082,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7083,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7084,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7085,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7086,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7087,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7088,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7089,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7090,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7091,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7092,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7093,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7094,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7095,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7096,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7097,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7098,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7099,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7100,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7101,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7102,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7103,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7104,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7105,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7106,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7107,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7108,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7109,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7110,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7111,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7112,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7113,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7114,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7115,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7116,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7117,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7118,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7119,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7120,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7121,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7122,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7123,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7124,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7125,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7126,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7127,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7128,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7129,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7130,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7131,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7132,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7133,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7134,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7135,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7136,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7137,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7138,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7139,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7140,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7141,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7142,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7143,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7144,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7145,4.99,92.4,0.015,0.025,0.016,0.55,0.22
7146,4.99,92.4,0.015,0.025,0.016,0.55,0.22
